"ID","DEPARTURE_DATE","ARRIVAL_DATE","ROUTE_ID","AIRPLANE_ID","ARRIVAL_COST","DEPARTURE_COST","TOTAL_FUEL_COST"
2975,"26/10/2018","26/10/2018",1121,2,30120,68131,1511784
2976,"09/11/2019","09/11/2019",1455,7,41195,41639,1119544
2977,"","",317,7,75932,76272,1011980
2978,"","",812,1,36021,94161,1229043
2979,"08/09/2020","08/09/2020",1684,2,69770,72104,1381477
2980,"13/07/2019","13/07/2019",503,6,91803,94655,1727235
2981,"27/06/2019","28/06/2019",1352,6,43357,81764,1082439
2983,"04/11/2021","05/11/2021",1003,5,70558,79174,1688336
2985,"","",1120,1,33942,60000,1585151
2986,"16/06/2015","17/06/2015",346,7,93889,99531,1430137
2987,"02/02/2016","02/02/2016",81,7,89622,83168,1479307
2990,"25/07/2020","26/07/2020",190,2,71723,98861,1743559
2991,"25/05/2019","25/05/2019",1486,5,55082,50152,1722613
2993,"","",1520,6,71354,56107,1998600
2995,"27/10/2020","27/10/2020",907,5,71263,33548,1378325
2996,"30/05/2019","30/05/2019",542,3,67332,64329,1164557
2997,"","",814,6,40205,72088,1327638
2999,"","",688,1,70226,74591,1447912
3000,"31/05/2016","31/05/2016",924,2,73695,49594,1509323
3001,"16/07/2021","16/07/2021",1215,2,95019,58335,1729923
3002,"17/09/2016","18/09/2016",448,4,83553,39899,1193065
3003,"22/12/2016","22/12/2016",1402,1,49920,59421,1001314
3004,"","",1392,2,38283,53801,1336704
3005,"11/11/2015","12/11/2015",1146,6,72232,80137,1291779
3007,"16/07/2022","17/07/2022",1680,4,90275,96704,1615884
3008,"03/05/2018","03/05/2018",1489,6,32699,50958,1344411
3009,"21/01/2015","21/01/2015",1926,5,41080,71843,1963580
3010,"03/01/2018","03/01/2018",2091,3,90650,32512,1482554
3011,"28/08/2017","28/08/2017",617,5,67475,51766,1100962
3012,"","",548,1,43768,76467,1538887
3013,"14/11/2017","14/11/2017",754,5,91033,46301,1518535
3016,"07/05/2019","07/05/2019",1897,2,62889,50312,1513787
3017,"08/02/2016","09/02/2016",1179,4,43272,67894,1042002
3020,"27/05/2021","27/05/2021",2079,1,56546,42789,1600997
3021,"02/11/2021","02/11/2021",2098,6,40886,67939,1137824
3022,"30/12/2017","31/12/2017",648,6,55590,94595,1553978
3023,"","",1203,1,48209,34125,1529011
3024,"","",1329,2,77665,34305,1367158
3026,"25/01/2022","26/01/2022",1262,6,30894,74911,1615638
3027,"02/09/2022","02/09/2022",66,1,81357,91884,1850474
3028,"02/12/2020","02/12/2020",375,5,32331,94058,1877895
3031,"10/03/2020","11/03/2020",2049,5,79045,71602,1761520
3032,"","",1338,3,44933,65153,1652121
3034,"16/02/2021","16/02/2021",1184,4,98210,85629,1139235
3035,"27/07/2016","27/07/2016",970,5,81414,84225,1446103
3036,"26/02/2015","27/02/2015",1488,7,44040,43999,1690947
3037,"11/05/2016","12/05/2016",1479,1,75659,49395,1521740
3039,"18/02/2017","18/02/2017",1712,3,51554,39528,1742711
3041,"","",1085,3,56327,55651,1142879
3042,"","",1999,3,53526,79816,1620377
3043,"","",1954,1,47175,97896,1173391
3044,"04/08/2016","05/08/2016",1626,1,46824,41517,1602072
3045,"27/09/2021","27/09/2021",1584,6,30035,59396,1788115
3046,"12/04/2021","12/04/2021",1402,1,84325,34852,1574405
3047,"03/08/2015","04/08/2015",499,2,31553,40074,1657584
3048,"","",366,2,99916,77106,1543603
3050,"","",1200,7,76298,95679,1107393
3051,"15/07/2019","15/07/2019",1240,5,51762,38953,1814529
3052,"","",1453,4,55897,95390,1386581
3053,"15/12/2015","15/12/2015",1812,7,49618,78657,1928873
3054,"","",698,3,98383,96198,1540799
3055,"07/05/2017","08/05/2017",1766,7,49526,92220,1075955
3056,"28/03/2021","29/03/2021",1180,6,96283,63880,1998202
3057,"17/03/2018","17/03/2018",619,1,35084,92466,1757553
3058,"19/02/2021","19/02/2021",275,7,40561,45583,1557863
3059,"18/12/2017","19/12/2017",444,7,79847,66119,1228146
3060,"01/09/2020","02/09/2020",865,6,65003,54550,1411833
3062,"16/05/2018","17/05/2018",981,1,39144,42858,1745037
3063,"","",23,3,58693,89006,1445593
3066,"","",1916,2,31749,58581,1766698
3068,"26/07/2015","26/07/2015",119,7,88617,42148,1979720
3069,"31/05/2022","01/06/2022",1750,6,78003,81425,1544874
3071,"","",797,5,87273,35296,1481281
3072,"30/01/2020","30/01/2020",1132,4,35746,45969,1241973
3073,"03/03/2016","04/03/2016",1705,3,96782,64259,1433842
3075,"20/02/2017","20/02/2017",698,7,44478,57568,1648789
3077,"17/02/2017","18/02/2017",2067,3,39081,81467,1190170
3078,"19/08/2017","20/08/2017",523,2,69887,50537,1475921
3079,"","",1013,5,63881,62626,1264716
3080,"15/05/2016","15/05/2016",397,1,64120,41071,1338516
3081,"19/07/2018","19/07/2018",529,6,33726,76111,1936076
3083,"21/05/2016","22/05/2016",270,1,99356,37602,1159431
3085,"23/01/2022","24/01/2022",86,4,48137,92208,1135642
3086,"16/09/2018","17/09/2018",1949,5,44557,60294,1875984
3087,"","",1468,3,62663,63513,1309517
3088,"31/08/2015","31/08/2015",1394,5,72859,45440,1479765
3089,"30/01/2020","31/01/2020",1296,7,81845,83962,1474205
3090,"","",1849,6,30701,89256,1255702
3091,"20/12/2017","21/12/2017",1701,2,72964,70239,1178151
3093,"23/06/2015","23/06/2015",236,6,78462,68682,1069825
3094,"21/09/2020","22/09/2020",828,5,73933,45109,1736821
3095,"07/08/2021","07/08/2021",1180,3,69422,61882,1898711
3098,"","",531,7,46707,81818,1910547
3099,"15/06/2020","16/06/2020",1060,3,72037,91100,1356737
3100,"23/09/2015","24/09/2015",146,2,71291,75346,1358132
3103,"","",1757,5,30938,52013,1972181
3104,"","",1072,4,65869,73584,1959556
3105,"","",730,4,62378,71022,1261359
3106,"","",836,5,46516,61146,1151783
3107,"24/01/2021","24/01/2021",1845,2,50079,82249,1924087
3108,"","",998,4,80166,44786,1798869
3109,"11/08/2016","12/08/2016",1972,1,69644,74181,1253647
3110,"13/08/2019","14/08/2019",1622,2,34392,31767,1930173
3112,"16/05/2017","16/05/2017",1907,1,38805,71895,1371070
3113,"25/05/2017","26/05/2017",257,2,67030,49355,1636417
3115,"16/08/2017","17/08/2017",1587,4,49864,39660,1516549
3116,"17/09/2015","18/09/2015",1329,2,97368,60177,1442572
3117,"","",799,4,88056,77740,1400992
3118,"","",1499,4,52761,30849,1319492
3119,"27/10/2021","28/10/2021",1623,5,48680,100000,1421475
3120,"29/08/2020","30/08/2020",631,7,53114,88939,1994859
3121,"","",1925,5,81407,84764,1527882
3122,"","",457,3,75881,74221,1707508
3123,"","",1589,6,64386,85204,1192600
3124,"23/12/2021","23/12/2021",1360,5,69906,37567,1049582
3125,"05/10/2017","05/10/2017",213,5,77555,33905,1887581
3126,"20/04/2017","20/04/2017",434,5,74208,74624,1706183
3127,"","",1268,3,87682,96164,1863058
3128,"21/08/2017","22/08/2017",1461,2,30924,72117,1640956
3130,"","",1180,3,30021,38245,1566729
3132,"","",377,3,70935,96358,1031307
3135,"01/07/2018","02/07/2018",325,1,51901,59338,1400281
3136,"","",1759,7,31517,53113,1137189
3138,"16/04/2020","17/04/2020",46,5,91551,45597,1689200
3139,"02/06/2020","02/06/2020",1072,5,43168,64470,1986067
3140,"20/03/2019","20/03/2019",909,7,95069,47015,1068554
3141,"23/11/2018","23/11/2018",306,3,48329,78863,1515951
3144,"06/06/2019","07/06/2019",1320,7,53875,54366,1982850
3145,"30/09/2022","01/10/2022",33,2,47187,73980,1353923
3146,"10/09/2017","11/09/2017",1540,6,33612,40248,1713465
3147,"","",770,1,96676,64338,1345054
3148,"08/03/2015","09/03/2015",394,5,62013,70696,1027250
3149,"05/11/2019","05/11/2019",1602,1,85778,30513,1164382
3150,"28/08/2017","28/08/2017",1819,1,35396,66018,1551465
3152,"15/09/2021","15/09/2021",636,5,42639,55589,1058134
3153,"20/06/2015","21/06/2015",1280,7,45597,63551,1846481
3155,"03/07/2019","04/07/2019",1369,3,85025,58048,1341686
3156,"19/09/2020","20/09/2020",138,1,42911,55653,1988845
3157,"20/03/2017","21/03/2017",233,1,72424,70511,1072505
3158,"","",1930,6,42371,93674,1727749
3159,"13/03/2015","14/03/2015",453,5,71110,99054,1313142
3160,"","",1017,3,45009,53311,1808933
3162,"19/03/2015","19/03/2015",31,5,69585,46119,1386796
3163,"04/12/2018","04/12/2018",1847,3,31530,73507,1260141
3164,"27/04/2020","28/04/2020",294,3,86843,41407,1221795
3166,"29/01/2017","29/01/2017",1337,4,72568,73187,1317562
3167,"09/04/2019","09/04/2019",344,6,83453,36330,1165232
3168,"25/09/2019","26/09/2019",779,7,75407,71721,1793891
3169,"11/06/2019","11/06/2019",1483,5,84218,65244,1597994
3170,"27/05/2019","28/05/2019",1711,7,99724,36438,1384810
3172,"","",37,1,87770,50553,1348248
3173,"06/06/2021","06/06/2021",1758,1,42044,34034,1132365
3174,"","",1547,6,50334,60716,1590000
3175,"23/06/2022","24/06/2022",2080,1,30355,69288,1668528
3176,"11/05/2018","11/05/2018",684,4,75725,62387,1220450
3178,"29/04/2018","30/04/2018",1926,4,35778,88157,1467646
3179,"13/07/2019","13/07/2019",2090,4,82437,51357,1480241
3180,"03/06/2020","04/06/2020",1568,7,50971,71905,1370631
3182,"06/01/2021","06/01/2021",475,1,36416,91023,1448182
3184,"27/10/2019","27/10/2019",1739,5,36381,93851,1856014
3185,"04/11/2017","04/11/2017",1478,6,33249,38046,1578780
3186,"19/01/2019","20/01/2019",645,6,55796,85840,1938953
3188,"30/06/2020","01/07/2020",115,2,35546,75213,1903501
3189,"09/06/2018","10/06/2018",905,2,46022,75810,1636396
3191,"25/01/2016","26/01/2016",1418,5,75329,79591,1827877
3192,"30/07/2015","30/07/2015",1214,4,39307,81384,1460633
3193,"16/10/2015","16/10/2015",1839,6,32862,42330,1742652
3194,"05/01/2018","06/01/2018",1131,1,92800,33495,1164136
3195,"13/07/2017","13/07/2017",1633,7,97406,56108,1801447
3197,"19/05/2015","20/05/2015",1370,2,57744,78407,1256944
3198,"20/08/2021","21/08/2021",1792,2,96869,46480,1513648
3199,"10/07/2019","11/07/2019",1018,1,62660,65691,1763027
3200,"10/03/2018","11/03/2018",906,3,40178,86737,1995824
3202,"29/05/2017","29/05/2017",1875,6,64355,69988,1457968
3203,"27/03/2015","28/03/2015",767,2,33358,87855,1702781
3204,"05/08/2022","05/08/2022",1062,5,56814,65509,1535674
3206,"05/05/2022","05/05/2022",1606,1,31191,36722,1300926
3207,"","",879,2,99919,84973,1720683
3209,"23/08/2019","23/08/2019",1248,2,49906,38335,1921409
3210,"04/11/2021","04/11/2021",1572,3,85497,34591,1288067
3212,"30/11/2022","30/11/2022",974,5,90500,91838,1235873
3213,"11/01/2020","12/01/2020",760,6,82865,97739,1552997
3214,"","",746,2,33008,89387,1511869
3215,"","",373,4,96065,40351,1043156
3216,"21/03/2015","21/03/2015",236,2,67642,56636,1948001
3217,"01/07/2018","01/07/2018",60,6,62079,41241,1767064
3218,"","",201,5,59211,94633,1394139
3219,"19/02/2020","20/02/2020",293,2,36756,69708,1850539
3220,"21/12/2017","21/12/2017",1126,1,66264,56335,1869897
3221,"08/08/2018","09/08/2018",163,6,34528,38626,1410646
3222,"03/10/2022","03/10/2022",2076,5,96025,79273,1747264
3223,"","",1117,6,88588,54307,1368328
3224,"16/01/2019","16/01/2019",1460,4,57125,94344,1901104
3225,"09/03/2021","10/03/2021",778,6,42864,94042,1570329
3226,"16/09/2017","17/09/2017",454,6,63329,49327,1202908
3227,"28/09/2016","28/09/2016",2000,4,43434,64354,1872796
3228,"14/05/2016","14/05/2016",1616,3,82426,65088,1838732
3229,"20/02/2020","21/02/2020",1842,4,83607,65731,1260722
3230,"18/05/2017","19/05/2017",1921,2,94571,78301,1117809
3231,"","",2064,3,50033,86555,1326697
3232,"05/10/2022","05/10/2022",2076,3,92982,36681,1277709
3233,"","",1694,4,46630,67799,1676681
3234,"28/05/2016","29/05/2016",2075,3,63323,34512,1920501
3235,"12/02/2017","13/02/2017",1565,3,38076,45592,1489367
3237,"19/09/2015","19/09/2015",1586,1,75571,98444,1076136
3239,"","",1121,5,61304,60668,1101855
3240,"31/03/2015","31/03/2015",509,1,43538,47472,1322365
3241,"11/12/2018","12/12/2018",218,3,42816,52994,1427623
3242,"08/12/2016","09/12/2016",1498,3,40304,63850,1221891
3243,"05/04/2019","06/04/2019",1763,7,67027,67371,1494024
3244,"08/04/2018","08/04/2018",1463,5,70446,40815,1600296
3245,"","",354,2,97907,81464,1951920
3246,"","",557,6,83006,72479,1404288
3247,"18/09/2015","19/09/2015",556,5,85794,90430,1986365
3248,"","",338,1,81234,59712,1168868
3249,"06/12/2016","06/12/2016",1156,7,49557,61031,1472707
3250,"","",1686,1,82604,55569,1062251
3251,"","",1200,6,46069,34680,1688569
3252,"","",1047,6,84002,41078,1378123
3253,"","",1186,5,62332,87331,1995822
3254,"03/03/2015","03/03/2015",983,7,94697,86327,1999052
3255,"","",892,2,36955,72957,1059014
3257,"18/08/2021","18/08/2021",163,4,54884,54027,1266215
3259,"25/04/2015","25/04/2015",5,6,82101,44022,1085785
3260,"30/03/2018","31/03/2018",1697,4,39272,62030,1642356
3261,"","",1461,6,49312,91386,1946363
3263,"23/09/2016","23/09/2016",57,2,36789,48065,1593469
3264,"13/06/2015","13/06/2015",1824,4,31963,97644,1040354
3265,"18/02/2018","19/02/2018",11,6,69621,91655,1721512
3266,"05/01/2015","05/01/2015",1472,2,71454,63715,1230356
3267,"03/07/2015","04/07/2015",2063,5,85210,79677,1882728
3268,"13/10/2020","14/10/2020",1865,6,49031,82724,1625759
3269,"28/05/2015","29/05/2015",2108,6,32495,40405,1029784
3270,"12/11/2015","12/11/2015",1732,1,92192,50967,1250744
3271,"","",1107,2,73039,63465,1074941
3272,"21/07/2015","22/07/2015",527,7,96847,44180,1758207
3273,"19/07/2022","20/07/2022",688,5,47413,39060,1702551
3274,"22/09/2017","23/09/2017",1588,3,52349,36255,1632638
3276,"05/12/2015","06/12/2015",1606,6,65049,60276,1905491
3278,"07/03/2015","07/03/2015",525,1,30806,53234,1286291
3279,"03/09/2017","04/09/2017",1340,7,57836,82776,1217693
3280,"12/11/2015","13/11/2015",1848,6,45684,75047,1322695
3281,"13/09/2021","14/09/2021",1868,7,64617,89077,1440397
3282,"24/09/2017","25/09/2017",1158,3,37341,95162,1838280
3283,"09/09/2017","10/09/2017",1955,6,76420,79253,1054631
3284,"07/04/2017","08/04/2017",943,7,39282,78654,1251314
3285,"04/12/2015","05/12/2015",792,1,89104,82228,1237350
3288,"02/03/2018","03/03/2018",1011,5,91901,45064,1225598
3289,"23/03/2021","23/03/2021",1969,2,45035,77742,1361234
3290,"","",1930,3,33720,75420,1852306
3291,"26/06/2018","27/06/2018",2037,1,72370,82345,1945585
3292,"04/04/2019","05/04/2019",716,4,38170,59934,1558533
3293,"","",1707,6,72131,95884,1387038
3294,"","",1190,4,69333,72233,1219237
3295,"17/03/2016","18/03/2016",431,4,39565,39984,1623086
3296,"05/12/2016","06/12/2016",1593,6,83654,84115,1274880
3297,"18/06/2019","18/06/2019",530,3,85125,41631,1407987
3299,"","",2077,1,86106,44257,1519773
3300,"22/10/2015","22/10/2015",1002,3,78778,74709,1576378
3301,"12/11/2017","12/11/2017",8,1,42824,65541,1145289
3302,"05/02/2016","05/02/2016",352,3,47155,76631,1820116
3303,"15/10/2021","16/10/2021",1951,5,74649,95240,1736057
3304,"24/04/2018","24/04/2018",1157,2,94743,99524,1197051
3305,"27/09/2015","27/09/2015",1836,6,73816,63315,1185159
3306,"01/10/2018","01/10/2018",976,6,88632,47851,1934766
3307,"29/01/2019","29/01/2019",798,7,52930,56989,1833853
3308,"27/11/2022","28/11/2022",1955,6,61884,95163,1031507
3309,"26/08/2020","26/08/2020",181,3,41112,75933,1978728
3310,"","",408,5,97345,30566,1448443
3311,"29/02/2016","01/03/2016",1209,1,56002,54873,1861358
3312,"","",1527,1,57556,77893,1473765
3313,"10/02/2017","11/02/2017",1200,2,58308,33965,1995371
3314,"","",141,1,51265,99876,1690033
3315,"30/05/2016","31/05/2016",481,4,53728,99951,1901145
3316,"03/08/2018","03/08/2018",1408,2,77727,34756,1136307
3317,"31/12/2017","01/01/2018",1424,5,44891,56156,1381763
3318,"06/04/2019","07/04/2019",230,4,34743,81851,1109271
3320,"","",29,2,55665,87265,1620939
3322,"","",1969,7,57994,94515,1862103
3323,"07/11/2018","08/11/2018",1587,7,95335,46385,1449264
3324,"19/03/2015","19/03/2015",847,5,53380,42658,1587381
3326,"07/12/2022","07/12/2022",1938,1,68782,38114,1006529
3327,"04/03/2022","04/03/2022",1089,5,31830,79966,1927026
3328,"14/01/2022","14/01/2022",1606,3,86725,75897,1990860
3329,"","",1652,4,68525,90941,1494805
3330,"","",2089,4,68644,54737,1202781
3331,"13/12/2018","14/12/2018",1153,3,79339,87594,1013521
3332,"19/05/2016","19/05/2016",1174,7,82952,80304,1783472
3334,"05/09/2022","06/09/2022",1619,5,85418,85634,1155677
3335,"","",1096,1,46270,78240,1576802
3336,"03/10/2017","04/10/2017",321,3,65649,68352,1786824
3337,"04/04/2018","04/04/2018",1310,6,56389,66529,1109414
3338,"20/01/2018","20/01/2018",524,5,48464,86702,1542841
3339,"03/01/2020","04/01/2020",1054,7,31626,98086,1238223
3340,"05/06/2019","06/06/2019",152,7,94428,83516,1179037
3341,"05/08/2017","06/08/2017",1379,4,41455,56430,1180667
3342,"17/04/2021","17/04/2021",703,3,35262,74574,1924620
3343,"","",1410,5,86181,81651,1254491
3344,"17/06/2015","17/06/2015",944,1,55505,44550,1470843
3345,"","",1826,1,39392,61014,1845292
3346,"18/10/2015","18/10/2015",30,5,99288,88174,1914175
3347,"17/06/2015","17/06/2015",698,4,73461,64616,1359188
3348,"","",562,5,71279,80373,1745300
3349,"24/11/2015","25/11/2015",1283,1,54968,40063,1382196
3350,"11/01/2016","11/01/2016",1645,7,51069,31743,1884638
3351,"12/07/2019","12/07/2019",1718,3,88142,66646,1321940
3352,"29/11/2018","30/11/2018",738,6,48679,33581,1862455
3353,"17/07/2021","18/07/2021",228,3,79217,66783,1876632
3354,"06/01/2015","07/01/2015",451,2,66862,53153,1413365
3355,"","",960,2,93324,86750,1666213
3356,"19/08/2018","19/08/2018",360,4,81896,88661,1432417
3357,"04/03/2020","04/03/2020",584,3,98802,43779,1598713
3358,"27/06/2019","27/06/2019",1150,1,88172,35361,1190882
3359,"27/02/2021","28/02/2021",1883,3,41523,46514,1476621
3360,"26/05/2018","26/05/2018",184,5,52181,95180,1240650
3361,"29/06/2018","30/06/2018",332,6,91433,42182,1523249
3363,"15/07/2015","16/07/2015",1283,6,63886,73427,1498681
3364,"","",1746,3,71961,41799,1575049
3365,"15/09/2015","16/09/2015",625,3,68391,88322,1759119
3366,"","",478,5,52699,32146,1663040
3367,"","",462,2,96055,50852,1724233
3368,"17/08/2021","18/08/2021",1043,5,47296,73525,1172974
3369,"12/06/2022","13/06/2022",2037,7,85299,53738,1566523
3371,"12/06/2021","13/06/2021",523,2,73846,39912,1938350
3374,"16/05/2020","17/05/2020",470,7,69134,42586,1769503
3375,"29/03/2017","29/03/2017",1147,1,70229,73650,1245999
3376,"18/07/2016","18/07/2016",616,4,90240,49821,1487755
3377,"15/12/2016","16/12/2016",308,7,72756,89196,1559400
3378,"15/07/2017","16/07/2017",10,1,39570,42132,1500487
3380,"","",480,4,56322,99743,1788175
3381,"01/08/2022","02/08/2022",73,5,96447,61750,1807256
3383,"03/11/2022","04/11/2022",980,4,43532,43970,1715457
3384,"15/11/2022","15/11/2022",1459,3,42304,89522,1653503
3385,"10/02/2021","10/02/2021",427,4,31051,78609,1335982
3386,"","",1992,3,82713,80214,1090020
3387,"11/11/2019","12/11/2019",1416,5,88359,54899,1775611
3389,"12/01/2018","13/01/2018",1675,2,36852,90897,1342003
3392,"16/03/2021","17/03/2021",284,4,32611,34322,1140211
3394,"30/03/2018","31/03/2018",2016,6,42575,50893,1121102
3395,"20/08/2022","20/08/2022",83,3,76119,32802,1338058
3396,"02/11/2019","03/11/2019",1202,1,61788,90358,1736437
3399,"09/07/2019","10/07/2019",926,7,35369,60518,1427019
3400,"29/06/2016","29/06/2016",2042,1,60465,85255,1289086
3401,"11/02/2015","11/02/2015",317,2,33035,91251,1033135
3403,"15/11/2018","15/11/2018",794,1,74060,48197,1981641
3404,"29/06/2016","30/06/2016",1367,1,37793,79046,1971411
3405,"","",1936,1,33461,66829,1731641
3406,"13/12/2015","14/12/2015",671,1,86696,39960,1681272
3407,"04/10/2022","05/10/2022",1117,5,37947,42484,1387303
3408,"17/11/2020","18/11/2020",1404,4,92134,50370,1796729
3410,"19/02/2020","20/02/2020",996,7,47156,56592,1399842
3411,"23/06/2018","23/06/2018",1682,3,74988,46823,1776989
3412,"","",973,3,59205,63852,1618998
3413,"15/01/2015","16/01/2015",927,4,75306,56024,1615955
3414,"26/09/2021","27/09/2021",1478,7,50377,58207,1439970
3417,"07/05/2016","07/05/2016",371,7,59498,76691,1648929
3418,"","",1330,4,77188,50110,1237706
3419,"","",1195,2,80622,39910,1400225
3420,"14/07/2018","15/07/2018",1751,4,88597,55285,1976999
3421,"25/01/2022","25/01/2022",1434,5,88805,54072,1445545
3422,"","",603,7,60191,66595,1560199
3423,"05/02/2017","05/02/2017",863,6,50188,98906,1069381
3424,"25/10/2015","25/10/2015",251,5,93340,34238,1189149
3428,"10/02/2015","11/02/2015",1327,2,85067,40892,1435761
3429,"25/07/2019","25/07/2019",991,3,53825,54273,1338116
3432,"22/09/2015","23/09/2015",1718,6,74412,64098,1185940
3433,"21/01/2015","21/01/2015",1123,7,97805,34692,1678865
3434,"09/03/2016","09/03/2016",1642,2,47538,78821,1308129
3435,"","",459,7,35186,77078,1087227
3436,"13/12/2015","14/12/2015",1282,4,53902,69642,1067410
3437,"08/02/2018","08/02/2018",1013,1,70181,97314,1474142
3438,"24/02/2018","25/02/2018",1266,1,56971,54870,1952895
3439,"21/09/2018","22/09/2018",337,1,86737,93391,1807087
3440,"06/07/2021","07/07/2021",1170,7,68248,89902,1691254
3441,"04/10/2019","05/10/2019",980,3,42375,47918,1729639
3442,"","",1453,1,65020,39494,1887998
3443,"13/12/2020","13/12/2020",1092,5,51304,86845,1635517
3444,"","",1012,4,48564,74218,1977395
3445,"25/05/2019","25/05/2019",2049,3,98824,68879,1406040
3446,"25/05/2018","25/05/2018",1207,4,73145,44906,1800308
3447,"14/09/2019","14/09/2019",1224,3,65624,70443,1943395
3448,"07/08/2016","07/08/2016",1582,6,37248,96963,1101130
3449,"","",1531,3,50528,53608,1990197
3450,"09/09/2021","10/09/2021",1406,1,49489,80868,1435402
3452,"","",1472,6,66527,79814,1311434
3453,"","",253,6,57632,56033,1647846
3454,"25/11/2018","25/11/2018",319,1,73649,96919,1615513
3455,"01/06/2018","01/06/2018",1258,7,35208,51511,1734162
3456,"","",1404,3,34123,91679,1360922
3457,"","",981,2,35805,93117,1197099
3458,"08/12/2017","09/12/2017",1925,7,73718,45481,1558550
3459,"","",1026,6,70059,75212,1689735
3460,"17/11/2016","17/11/2016",1784,5,55338,74604,1098169
3461,"24/02/2020","24/02/2020",1035,2,78353,41293,1605863
3462,"04/10/2019","05/10/2019",1081,1,62384,95486,1356750
3463,"04/03/2015","05/03/2015",1151,1,97078,48735,1065559
3464,"01/10/2017","02/10/2017",1942,2,74919,52042,1456623
3465,"23/11/2017","24/11/2017",1904,6,85706,51743,1506366
3467,"23/03/2019","24/03/2019",788,3,51131,69193,1411412
3468,"11/05/2016","12/05/2016",1443,5,84562,95667,1390954
3469,"29/07/2017","29/07/2017",1577,6,46640,66651,1094770
3470,"02/04/2020","03/04/2020",1662,1,89787,38768,1014846
3472,"23/12/2019","23/12/2019",1692,3,87567,75985,1743352
3474,"16/09/2022","16/09/2022",1229,5,71250,94658,1762903
3475,"29/04/2020","30/04/2020",1649,2,33359,66595,1721195
3476,"23/06/2017","24/06/2017",1073,3,89501,75882,1085354
3477,"","",618,7,53157,40438,1255109
3478,"","",2092,5,36227,34854,1463205
3480,"","",1344,3,88711,46812,1593419
3481,"03/10/2017","04/10/2017",1402,6,68082,81052,1815031
3483,"04/07/2019","04/07/2019",1265,2,58359,46719,1680577
3484,"21/12/2015","22/12/2015",2056,5,85997,72295,1508256
3485,"","",281,2,46620,85763,1199809
3486,"13/10/2015","14/10/2015",1992,1,78777,76040,1644788
3488,"15/12/2020","15/12/2020",1628,7,49223,88951,1339735
3489,"19/05/2020","20/05/2020",981,4,63227,73195,1473172
3490,"","",1743,6,55470,81013,1496426
3491,"03/07/2021","04/07/2021",1416,7,71582,42385,1605833
3493,"03/06/2021","03/06/2021",1429,2,98645,83627,1707297
3494,"","",1375,7,44438,98864,1045066
3495,"","",958,3,98196,64606,1850656
3496,"","",1661,6,90803,62991,1420592
3497,"08/04/2021","09/04/2021",1162,1,85224,79483,1341408
3498,"08/10/2019","08/10/2019",807,1,90980,31459,1935467
3500,"08/07/2019","08/07/2019",455,4,91292,63622,1208977
3501,"20/05/2022","20/05/2022",895,1,64306,51403,1689038
3502,"13/12/2016","13/12/2016",1036,6,74947,60021,1966843
3503,"08/09/2015","09/09/2015",299,2,39513,68193,1702999
3504,"24/06/2016","25/06/2016",1513,2,65938,51225,1751581
3506,"12/01/2015","12/01/2015",468,5,86606,71432,1086056
3507,"23/08/2018","23/08/2018",2067,5,72268,88477,1205961
3508,"01/12/2019","01/12/2019",732,2,74695,79073,1580617
3510,"08/05/2020","09/05/2020",203,2,52166,49169,1461068
3511,"29/05/2015","29/05/2015",1944,6,74680,69782,1291216
3512,"31/05/2018","01/06/2018",631,1,76651,59493,1415029
3513,"","",1873,7,56310,91160,1781855
3514,"11/07/2021","11/07/2021",1190,7,97639,36457,1670283
3515,"12/09/2015","13/09/2015",624,7,34428,80333,1575727
3516,"03/03/2018","04/03/2018",1194,1,81121,46182,1522024
3517,"10/06/2022","11/06/2022",981,5,90457,77007,1492955
3518,"19/10/2021","20/10/2021",792,6,48787,86996,1221594
3519,"","",2075,4,59046,81131,1403354
3520,"12/10/2018","12/10/2018",1848,1,81070,40917,1964096
3521,"31/03/2018","31/03/2018",1748,1,50802,78092,1160679
3523,"","",1776,7,77462,75878,1785860
3525,"23/11/2018","24/11/2018",768,4,96645,75755,1828836
3526,"","",320,1,81063,47640,1912975
3528,"21/11/2017","21/11/2017",1735,3,53924,30441,1000053
3529,"","",1992,4,86380,82837,1863507
3530,"22/04/2016","22/04/2016",1350,3,77549,85780,1533482
3531,"12/04/2021","13/04/2021",1902,6,72331,57565,1518357
3533,"11/01/2021","12/01/2021",176,5,94858,43316,1220341
3534,"21/10/2018","22/10/2018",949,6,62841,34316,1480419
3535,"","",1546,6,70101,81331,1004388
3536,"09/02/2019","09/02/2019",2083,5,63654,95733,1871745
3537,"","",1661,4,46832,53372,1455404
3540,"28/09/2021","29/09/2021",250,7,96609,73426,1238261
3541,"12/06/2018","13/06/2018",1216,4,47524,47819,1608967
3542,"25/03/2022","26/03/2022",790,7,57565,88116,1950020
3543,"04/06/2019","05/06/2019",2000,5,30853,55285,1638414
3545,"","",625,1,67973,70382,1290274
3546,"27/02/2016","27/02/2016",1920,7,75334,73686,1457849
3547,"14/03/2022","14/03/2022",854,5,61609,34856,1945051
3548,"18/10/2018","18/10/2018",1600,1,96269,79383,1079157
3550,"20/01/2019","21/01/2019",1646,3,77858,45331,1743363
3552,"18/10/2019","18/10/2019",2072,6,43082,38242,1173867
3553,"06/04/2016","06/04/2016",1438,7,67255,78390,1781550
3556,"26/05/2020","27/05/2020",9,4,40519,95191,1786885
