"ID","AIRLANE_NAME","HEIGHT","LENGHT","WINGSPAN","WEIGHT","MAX_SPEED","MAX_WEIGHT","TOTAL_SEATS_ECO","TOTAL_SEATS_BUS","FUEL_CAPACITY","PRODUCTION_YEAR"
2009," Qantas Airways",40,55,53,99,1159,214,534,747,19,2019
2010,"British Airways",36,86,62,118,1189,243,580,812,23,1987
2011,"Iberia",33,63,66,119,852,194,350,490,11,2016
2012,"Air Dolomiti",22,58,46,50,833,104,254,355,9,1984
2013,"Egyptair",36,109,41,74,1195,119,211,295,22,2006
2014,"Scoot",35,113,60,83,841,126,203,284,7,1981
2015,"TAP Portugal",22,65,45,64,1211,213,694,971,17,2012
2016,"Norwegian",33,113,62,63,828,126,292,408,18,1997
2017,"British Airways",21,101,66,68,1110,158,417,583,8,1988
2018,"Peach",40,62,74,68,837,126,273,382,14,2016
2019,"United Airlines",31,90,50,104,1044,212,500,700,14,2018
2020,"Alaska Airlines",21,72,54,67,840,253,864,1209,12,1990
2021,"Copa Airlines",22,85,42,55,1184,217,751,1051,16,1982
2022,"Cathay Pacific Airways",35,104,59,119,1035,229,511,715,12,1992
2023,"Thai Airways",21,63,80,112,1074,149,176,246,23,1990
2024,"Vietnam Airlines",23,104,33,103,841,251,687,961,15,1990
2025,"Hong Kong Airlines",26,108,35,65,1138,105,186,260,10,1985
2026,"Bangkok Airways",22,115,52,81,1011,114,154,215,23,1996
2027,"JetSmart",28,112,35,54,1250,98,205,287,7,2013
2028,"Cathay Pacific Airways",36,90,36,55,1202,119,300,420,19,2018
2029,"LOT",39,96,32,110,1135,295,861,1205,7,1983
2030,"Vueling Airlines",40,61,39,90,1089,127,175,245,5,1998
2031,"EVA Air",27,102,75,70,1282,170,464,649,5,2017
2032,"Singapore Airlines",39,97,72,80,990,127,221,309,16,2002
2033,"Japan Airlines",35,98,50,57,913,198,654,915,4,1999
2034,"American Eagle",21,68,65,58,922,212,717,1003,20,1992
2035,"Jetstar Asia",26,70,60,111,1194,182,332,464,12,2016
2036,"Iberia",24,113,61,55,1121,205,695,973,7,2012
2037,"airBaltic",38,106,61,103,1240,217,529,740,15,1993
2038,"Virgin Australia",32,102,38,75,861,109,161,225,19,2020
2039,"Aer Lingus",33,68,43,95,933,283,872,1220,11,2009
2040,"airBaltic",32,53,55,91,1099,170,366,512,17,1983
2041,"Azerbaijan Airlines",23,108,40,62,916,120,271,379,8,2011
2042,"Emirates",29,109,70,71,897,196,579,810,24,2008
2043,"LEVEL",30,93,32,80,1047,152,335,469,12,2018
2044,"Air Canada rouge",39,85,53,115,1275,223,503,704,14,2005
2045,"LATAM",32,76,65,90,871,278,874,1223,14,2005
2046,"Jet2.com",33,68,41,96,1135,243,684,957,21,1992
2047,"Turkish Airlines",32,63,59,80,1147,243,757,1059,7,1987
2048,"Virgin Atlantic",25,82,54,86,1022,246,741,1037,18,2013
2049,"China Eastern Airlines",37,81,62,95,1142,248,711,995,20,1985
2050,"Kuwait Airways",35,111,61,87,1047,173,401,561,13,2001
2051,"United Airlines",21,80,55,85,1124,237,706,988,15,2004
2052,"United Airlines",32,113,66,111,995,234,572,800,23,2013
2053,"TUI Airways",27,56,58,118,827,310,890,1246,14,1990
2054,"SunExpress",24,72,61,73,830,180,499,698,14,1986
2055,"Virgin Australia",29,54,39,96,1179,130,160,224,6,2019
2056,"Asiana Airlines",39,75,54,104,1055,287,849,1188,19,2017
2057,"Ryanair",38,83,75,72,1115,200,597,835,24,2009
2058,"Finnair",35,118,34,113,941,147,158,221,19,1995
2059,"EasyJet",27,94,69,71,1092,214,664,929,21,1998
2060,"Aer Lingus",37,61,76,69,925,224,722,1010,7,2010
2061,"SunExpress",26,112,47,58,1094,143,397,555,8,1985
2062,"Bangkok Airways",35,97,64,51,1280,83,151,211,9,1986
2063,"Rex Airlines",27,112,41,75,1128,108,155,217,8,2007
2064,"Norwegian",27,58,64,91,900,198,496,694,22,2004
2065,"JetBlue Airways",23,50,64,88,1081,125,172,240,22,1996
2066,"Jetstar Asia",25,86,35,107,1068,289,846,1184,6,1989
2067,"Jetstar Asia",36,74,70,95,814,241,679,950,9,2019
2068," Air Canada",25,78,59,77,1217,181,483,676,15,2015
2069,"Norwegian",22,73,77,79,804,137,273,382,9,1998
2070,"Norwegian",36,115,65,66,1029,153,405,567,20,2009
2071,"Lufthansa",34,63,63,55,1220,245,883,1236,5,1981
2072,"Jet2.com",24,61,78,89,1129,202,524,733,20,2000
2073,"SAS Scandinavian",21,106,71,95,1029,243,688,963,14,2017
2074,"Oman Air",40,75,67,110,1210,164,254,355,17,1997
2075,"Air Mauritius",21,59,55,110,992,234,577,807,9,2014
2076,"LOT",32,74,78,106,899,261,721,1009,7,1988
2077,"Citilink",30,96,59,118,977,200,383,536,18,2012
2078,"Norwegian",38,75,63,109,1048,154,213,298,19,1986
2079,"Air Transat",22,102,34,51,1052,228,822,1150,22,1995
2080,"Japan Airlines",23,60,33,103,831,141,178,249,24,2004
2081,"Southwest Airlines",29,53,71,109,1042,284,812,1136,24,1997
2082,"Oman Air",28,118,34,90,912,144,251,351,16,2015
2083,"Delta Air Lines",31,113,41,104,1032,274,788,1103,24,1990
2084," Qantas Airways",32,92,53,91,947,184,432,604,13,2010
2085,"Vietnam Airlines",22,99,66,64,1070,175,516,722,20,1986
2086,"Norwegian",20,89,51,70,972,235,765,1071,21,1982
2087,"Finnair",31,77,78,103,1191,147,207,289,9,2001
2088,"British Airways",29,105,64,79,885,149,326,456,15,1991
2089,"Southwest Airlines",35,101,43,86,1176,273,866,1212,22,1997
2090,"Air Malta",30,77,65,110,1288,173,293,410,18,2002
2091,"Azul Airlines",28,51,58,52,1087,130,362,506,19,2016
2092,"Ethiopian Airlines",32,77,38,87,879,197,512,716,11,2006
2093,"Citilink",30,99,36,84,1149,140,263,368,11,1996
2094,"United Airlines",36,71,79,89,1112,122,156,218,15,2016
2095,"AirAsia",30,107,53,116,905,173,265,371,6,2014
2096,"Avianca",22,82,46,56,1049,243,869,1216,14,1988
2097,"American Airlines",39,86,77,92,818,261,783,1096,5,2007
2098,"Azerbaijan Airlines",23,114,79,56,1151,161,489,684,15,2011
2099,"Royal Brunei Airlines",21,95,46,95,1148,199,483,676,21,2004
2100,"Thai Airways",37,60,50,66,1069,188,565,791,9,2018
2101,"Air Dolomiti",39,56,67,100,1163,141,190,266,15,2005
2102,"Southwest Airlines",39,104,67,87,1001,274,869,1216,24,2012
2103,"Asiana Airlines",33,118,72,75,1042,122,221,309,13,1999
2104,"Norwegian",38,102,71,102,1136,243,656,918,22,2015
2105,"Iberia",35,72,68,109,947,281,799,1118,11,1991
2106,"Emirates",34,118,42,70,1280,242,798,1117,14,1981
2107,"American Airlines",36,90,36,111,820,202,426,596,21,1999
2108,"Hong Kong Airlines",36,55,79,118,1090,190,336,470,11,2015
2109,"Jet2.com",33,107,59,117,1181,303,864,1209,14,2022
2110,"ANA All Nippon Airways",22,86,60,99,1217,140,193,270,18,2014
2111," Hainan Airlines",28,61,39,103,1077,182,370,518,23,2019
2112,"TAP Portugal",28,63,70,109,1159,235,586,820,17,1983
2113,"Air New Zealand",31,52,38,101,993,242,653,914,20,2018
2114,"Hong Kong Airlines",39,80,64,99,920,290,888,1243,18,1981
2115,"Jetstar Asia",39,106,38,107,1237,300,897,1255,19,1996
2116,"Virgin Australia",30,116,44,66,1054,125,276,386,11,2013
2117,"China Airlines",38,112,79,78,973,144,306,428,11,2001
2118,"Air Canada rouge",28,91,59,76,1028,135,275,385,16,2009
2119,"Royal Air Maroc",32,115,61,70,834,236,771,1079,18,2011
2120," Air Canada",29,96,46,109,1290,196,405,567,10,1995
2121,"Swiss International Air Lines",23,60,53,112,829,297,858,1201,19,1987
2122,"China Eastern Airlines",30,61,38,97,867,259,753,1054,11,2000
2123,"Air Astana",35,82,40,70,1220,244,808,1131,22,1982
2124,"airBaltic",39,94,30,83,1106,212,599,838,7,1993
2125,"Air Serbia",36,100,65,83,1270,206,573,802,8,2012
2126,"Cathay Pacific Airways",33,98,57,89,921,211,566,792,13,2003
2127,"Sky Airline",20,57,78,60,1165,179,555,777,24,1995
2128,"Air Malta",33,81,74,88,937,134,214,299,21,2008
2129,"Bangkok Airways",32,61,52,106,1286,209,479,670,21,2011
2130,"Rex Airlines",36,65,47,52,1237,134,384,537,22,2001
2131,"Vietnam Airlines",37,79,67,66,1170,256,883,1236,18,2010
2132,"EasyJet",38,53,34,102,874,220,548,767,23,1997
2133,"airBaltic",37,77,69,91,1292,206,535,749,8,1985
2134,"WestJet",25,92,41,119,1153,266,682,954,6,1996
2135,"Garuda Indonesia",27,85,36,100,1028,231,611,855,10,2020
2136,"Air Dolomiti",39,81,47,65,1158,189,578,809,21,2018
2137,"Sky Airline",25,93,38,50,1017,106,261,365,16,1999
2138,"Hong Kong Airlines",24,91,76,109,1043,297,874,1223,15,1982
2139,"Iberia",31,106,50,91,1260,135,205,287,7,2006
2140,"Scoot",23,64,78,81,906,163,380,532,5,2008
2141,"Emirates",34,81,74,71,1070,221,695,973,15,1993
2142,"Vietnam Airlines",30,103,55,120,988,190,326,456,18,2001
2143,"Air New Zealand",30,109,60,107,1270,219,520,728,11,1983
2144,"SAS Scandinavian",34,92,52,61,897,172,516,722,15,2019
2145,"Sky Airline",35,63,37,90,1090,280,880,1232,14,2002
2146,"Hong Kong Airlines",29,76,45,59,1233,252,896,1254,14,1988
2147,"American Eagle",36,119,59,60,885,146,401,561,18,2012
2148,"American Eagle",29,107,60,60,1185,129,324,453,16,2015
2149,"Quatar Airways",28,88,48,78,1169,199,561,785,16,1993
2150,"Brussels Airlines",23,91,31,106,1104,218,522,730,19,2004
2151,"Garuda Indonesia",37,99,61,92,895,216,575,805,13,1992
2152,"SAS Scandinavian",28,116,40,65,1130,180,534,747,9,2020
2153,"American Eagle",21,59,42,63,1242,208,672,940,15,2008
2154,"Copa Airlines",25,83,31,99,871,230,608,851,24,1984
2155,"Jetstar Asia",29,101,40,78,1031,131,248,347,19,2004
2156,"LEVEL",24,68,41,98,1246,132,160,224,4,2021
2157,"Hong Kong Airlines",36,79,80,80,861,173,433,606,9,2020
2158,"Vietnam Airlines",38,97,42,117,1092,149,152,212,15,2007
2159,"Citilink",33,68,64,65,1261,162,450,630,17,2015
2160,"Rex Airlines",31,116,75,61,1222,208,681,953,8,1989
2161,"EasyJet",24,84,58,105,809,178,339,474,10,2012
2162,"Garuda Indonesia",34,120,63,61,966,198,636,890,21,1990
2163,"Garuda Indonesia",24,106,34,51,1191,216,766,1072,19,2021
2164,"American Eagle",37,113,77,105,1177,199,438,613,21,1988
2165,"Thai Airways",29,54,62,56,834,241,858,1201,23,2001
2166,"Vueling Airlines",30,53,53,54,1021,111,267,373,19,2014
2167,"Sky Airline",38,112,75,68,965,183,535,749,22,2001
2168,"Azerbaijan Airlines",38,78,56,107,1078,208,468,655,22,1986
2169,"Aer Lingus",37,88,75,81,1196,135,252,352,22,2020
2170,"Malaysia Airlines",25,59,47,116,1091,240,577,807,20,2010
2171,"China Airlines",27,73,57,52,1122,121,320,448,6,1987
2172,"Eurowings",31,65,65,91,1232,254,759,1062,13,2010
2173,"Thai Airways",20,119,39,97,1180,269,801,1121,13,1989
2174,"Oman Air",28,65,32,110,929,161,240,336,9,2005
2175,"Scoot",39,64,73,109,898,236,592,828,21,2008
2176,"Finnair",37,99,79,53,819,146,432,604,24,1998
2177,"Hong Kong Airlines",31,97,45,56,1238,206,698,977,5,2009
2178,"Virgin Atlantic",22,62,79,81,912,147,309,432,22,1992
2179,"China Southern Airlines",35,63,55,90,1021,163,341,477,15,1983
2180,"Peach",26,69,74,93,1086,216,571,799,7,2022
2181,"China Eastern Airlines",21,103,55,81,954,263,845,1183,15,1984
2182,"Peach",37,82,37,106,842,267,749,1048,14,2012
2183,"flyDubai",29,66,66,89,1158,267,828,1159,22,1989
2184,"EasyJet",37,88,51,53,942,208,718,1005,23,2010
2185,"Alaska Airlines",34,88,43,88,1295,143,257,359,10,1986
2186,"Oman Air",24,58,37,71,929,147,354,495,14,2004
2187,"Air Malta",37,70,43,54,1150,134,374,523,13,2008
2188,"JetBlue Airways",36,72,47,68,1124,175,496,694,18,1995
2189,"Asiana Airlines",27,67,70,67,811,215,688,963,6,1982
2190,"Lufthansa",25,70,62,60,1123,216,725,1015,24,1985
2191,"Royal Brunei Airlines",38,56,56,69,1013,257,872,1220,16,1985
2192,"American Airlines",34,112,73,68,1148,188,560,784,5,2017
2193,"American Airlines",26,65,34,78,996,219,657,919,17,2012
2194," Austrian Airlines",39,63,52,105,1143,200,440,616,16,1987
2195,"Flynas",36,72,45,113,998,251,641,897,14,1999
2196,"Bangkok Airways",30,58,47,71,1199,143,334,467,23,2014
2197,"Scoot",23,64,80,62,1139,235,804,1125,13,2021
2198,"Scoot",32,79,47,70,950,229,740,1036,10,2007
2199,"Brussels Airlines",37,88,35,108,1278,164,264,369,10,2003
2200,"Flynas",37,95,67,78,892,217,644,901,15,2021
2201,"Ethiopian Airlines",35,94,35,120,1153,206,401,561,8,1995
2202,"Ethiopian Airlines",20,91,37,79,1262,263,853,1194,4,2020
2203,"AirAsia",24,55,63,93,1117,182,415,581,7,1994
2204,"Air Canada rouge",37,93,32,102,1086,196,438,613,7,1997
2205,"United Airlines",35,107,57,71,996,242,795,1113,8,2014
2206,"Buta Airways",26,115,76,120,1211,224,483,676,8,2019
2207,"Air New Zealand",28,117,52,106,1130,159,248,347,24,1983
2208,"Royal Brunei Airlines",28,100,57,82,1106,190,503,704,9,1997
2209,"EasyJet",35,76,79,62,854,174,519,726,7,2016
2210,"Rex Airlines",21,78,49,95,1055,220,581,813,24,2016
2211,"Vistara",30,97,33,116,889,249,618,865,24,1994
2212,"SunExpress",29,61,55,52,1146,124,338,473,19,2007
2213,"Copa Airlines",23,87,53,59,969,213,716,1002,6,2008
2214,"Southwest Airlines",27,61,47,107,1004,240,620,868,23,2013
2215," Aegean Airlines",26,69,30,111,1038,189,363,508,8,2014
2216,"Brussels Airlines",26,57,65,112,951,203,422,590,20,2020
2217,"Singapore Airlines",26,119,47,53,1159,213,744,1041,16,2010
2218,"Air Transat",32,62,59,80,1124,173,433,606,11,2000
2219,"JetSmart",25,114,42,99,914,289,884,1237,10,2017
2220,"Saudi Arabian Airlines",30,74,75,119,1245,294,811,1135,18,1991
2221,"Buta Airways",21,61,76,78,1222,149,332,464,7,1989
2222,"Royal Brunei Airlines",22,96,37,61,1129,180,554,775,23,2021
2223,"EVA Air",39,113,62,76,1095,117,194,271,18,1990
2224,"Delta Air Lines",25,110,67,84,828,144,282,394,22,2016
2225,"Vistara",37,74,47,65,993,187,565,791,17,1988
2226,"Air Mauritius",31,96,41,84,800,181,453,634,25,1988
2227,"Jet2.com",25,58,43,61,1061,215,714,999,18,1995
2228,"Cathay Pacific Airways",27,108,65,61,1107,111,233,326,21,2019
2229,"JetBlue Airways",25,68,43,117,1147,186,324,453,24,2008
2230,"China Airlines",21,103,60,93,1057,136,203,284,23,2019
2231,"Air Canada rouge",36,110,55,58,988,125,312,436,22,1990
2232,"Royal Brunei Airlines",30,101,39,69,828,222,711,995,22,2009
2233,"Singapore Airlines",37,102,58,84,1272,172,409,572,20,2005
2234,"Bangkok Airways",27,51,55,103,908,175,338,473,22,2004
2235,"Lufthansa",26,81,41,88,816,171,389,544,11,2015
2236,"Royal Air Maroc",23,99,40,79,1214,129,235,329,23,2018
2237,"Lufthansa",34,119,41,56,1014,221,768,1075,12,2010
2238,"Air Canada rouge",29,70,57,72,901,217,675,945,22,1981
2239,"Scoot",33,90,52,109,816,192,388,543,16,1982
2240,"Iberia",34,119,56,98,855,179,376,526,20,2021
2241,"Eurowings",30,66,36,77,972,140,296,414,24,2017
2242," Gulf Air",24,117,49,59,1149,166,498,697,21,2018
2243," Air Canada",22,57,65,89,1013,215,588,823,22,1997
2244," Air Canada",29,82,54,64,1253,109,212,296,15,2003
2245,"Hong Kong Airlines",23,79,33,88,1100,164,354,495,5,1983
2246,"Azerbaijan Airlines",39,110,50,56,1108,228,797,1115,11,1999
2247,"EasyJet",28,115,63,93,948,221,597,835,13,1991
2248,"Japan Airlines",26,108,75,101,1281,156,259,362,20,1995
2249,"Jetstar Asia",23,81,49,100,1007,255,722,1010,12,2003
2250,"China Eastern Airlines",21,112,55,87,1121,220,620,868,24,1995
2251,"Air New Zealand",35,63,78,109,824,270,747,1045,14,2011
2252,"Thai Airways",36,68,43,70,1220,250,837,1171,25,2010
2253,"JetBlue Airways",24,116,42,50,1017,150,466,652,24,2012
2254,"Jet2.com",40,87,32,90,993,200,511,715,20,2012
2255,"South African Airways",23,114,63,70,824,206,632,884,24,1984
2256,"Royal Brunei Airlines",39,89,65,104,1094,208,483,676,5,2001
2257,"JetBlue Airways",30,91,71,115,811,224,505,707,23,2007
2258,"Ethiopian Airlines",29,64,31,89,1107,260,794,1111,9,1984
2259,"Air Astana",20,61,42,88,1059,242,717,1003,18,1980
2260,"KLM Royal Dutch Airlines",31,92,46,59,1029,193,622,870,21,1989
2261," Gulf Air",32,70,46,108,1087,160,243,340,17,1991
2262,"Jet2.com",20,117,76,96,1025,213,544,761,9,1981
2263,"Lufthansa",31,92,78,64,928,188,578,809,18,1999
2264,"Avianca",20,55,36,113,1002,172,277,387,24,2009
2265,"Emirates",38,70,52,114,1036,244,604,845,9,1990
2266,"Jet2.com",21,96,53,82,1293,169,404,565,5,1990
2267,"Oman Air",22,60,55,107,1283,232,583,816,24,1995
2268,"LOT",23,97,68,105,1257,178,342,478,24,1997
2269,"TAP Portugal",39,54,58,118,871,181,296,414,15,1984
2270," Qantas Airways",40,80,76,83,941,178,442,618,18,2004
2271,"China Eastern Airlines",27,101,68,57,881,112,255,357,10,2018
2272," Air Canada",32,100,56,69,997,226,729,1020,5,1993
2273,"Virgin Australia",40,111,55,59,1076,241,847,1185,20,2008
2274,"JetBlue Airways",31,52,65,105,947,150,213,298,7,1981
2275,"Azerbaijan Airlines",34,109,78,110,947,242,613,858,19,1986
2276,"Saudi Arabian Airlines",32,101,36,106,1118,141,164,229,24,2020
2277,"ITA Airways",31,59,51,50,1300,149,460,644,9,1983
2278,"Malaysia Airlines",39,92,79,115,1015,304,877,1227,8,2019
2279,"LATAM",28,88,57,95,1006,144,228,319,23,2017
2280,"Delta Air Lines",36,64,72,108,1240,154,217,303,10,1982
2281,"Egyptair",24,81,61,119,946,243,576,806,11,2002
2282,"Air Malta",28,110,33,87,1170,128,194,271,15,2018
2283,"Royal Brunei Airlines",30,50,45,83,1094,255,801,1121,21,1999
2284,"Vistara",31,117,57,84,1066,210,584,817,12,1985
2285,"Ethiopian Airlines",20,114,37,117,1126,156,181,253,11,2018
2286,"Japan Airlines",38,117,74,85,825,153,317,443,21,1988
2287,"Malaysia Airlines",23,101,55,84,986,248,760,1064,7,1997
2288,"Philippine Airlines",23,101,65,68,1132,177,508,711,10,2020
2289," Gulf Air",34,108,62,88,1037,254,769,1076,7,2005
2290,"American Airlines",27,60,69,100,1286,187,405,567,12,1986
2291,"Kuwait Airways",37,107,42,92,885,189,452,632,23,2009
2292,"China Southern Airlines",37,107,34,95,899,191,445,623,12,2013
2293,"Ryanair",35,57,63,71,1132,253,846,1184,7,2022
2294,"United Airlines",32,92,71,59,1142,191,612,856,13,2019
2295,"American Airlines",29,60,67,104,1244,232,595,833,5,2019
2296,"Quatar Airways",23,56,51,118,1169,159,193,270,23,1982
2297,"Emirates",29,90,46,83,1279,253,789,1104,20,2020
2298,"Japan Airlines",30,52,42,70,967,154,390,546,4,1991
2299,"TAP Portugal",32,53,65,101,1056,219,547,765,4,2011
2300,"LATAM",25,97,58,67,938,121,251,351,5,2014
2301,"Asiana Airlines",37,79,55,56,1230,243,868,1215,13,2001
2302,"Peach",34,62,48,79,1178,146,311,435,22,2004
2303,"Peach",27,108,31,109,916,191,382,534,12,2001
2304,"Eurowings",34,118,41,107,1273,207,464,649,5,2005
2305,"ITA Airways",39,103,36,61,1243,205,671,939,17,1992
2306,"Emirates",34,65,65,64,860,162,458,641,17,1996
2307," Aegean Airlines",26,118,72,106,883,139,154,215,20,1982
2308,"Bangkok Airways",27,61,44,112,1186,197,397,555,23,1995
2309,"Royal Air Maroc",20,100,35,105,1006,172,312,436,7,2001
2310,"Air Mauritius",29,117,56,81,857,201,559,782,13,2017
2311,"Air Dolomiti",35,117,65,59,991,156,450,630,15,1987
2312,"Kuwait Airways",37,90,48,69,918,164,442,618,11,2021
2313,"Swiss International Air Lines",38,101,31,99,1073,144,213,298,6,1998
2314,"Kenya Airways",32,86,36,84,953,153,323,452,11,1983
2315,"Air Mauritius",27,80,32,72,1172,193,563,788,12,2001
2316,"Air Serbia",33,70,35,103,1168,236,618,865,11,2004
2317,"Air New Zealand",37,87,78,65,981,143,362,506,20,2020
2318,"Citilink",37,64,50,80,1225,155,352,492,7,2019
2319,"China Southern Airlines",39,77,53,110,1282,204,438,613,12,1980
2320,"ITA Airways",34,60,64,97,1189,216,555,777,8,1995
2321,"Alaska Airlines",34,88,44,68,916,220,708,991,7,2021
2322,"Air France",24,71,44,117,836,204,404,565,22,2011
2323,"Saudi Arabian Airlines",29,71,52,113,1178,271,732,1024,7,1993
2324,"TAP Portugal",39,68,59,67,1122,104,176,246,12,2021
2325," Gulf Air",37,69,58,117,1003,158,192,268,14,2018
2326,"Alaska Airlines",21,76,54,103,1053,139,168,235,16,2008
2327,"SAS Scandinavian",26,94,69,109,1119,274,767,1073,14,1991
2328,"JetBlue Airways",23,87,35,58,1277,100,198,277,16,2020
2329,"SAS Scandinavian",37,87,36,114,1197,291,820,1148,12,1985
2330," Air Canada",36,118,56,92,1018,173,379,530,16,1984
2331,"Royal Brunei Airlines",33,77,43,99,876,269,791,1107,20,2003
2332,"Quatar Airways",34,109,65,74,1290,144,328,459,12,2017
2333,"IndiGo",37,75,56,54,841,138,393,550,13,2007
2334,"British Airways",20,69,73,82,858,123,191,267,11,1991
2335,"JetSmart",26,61,70,115,802,219,485,679,17,1989
2336,"Virgin Atlantic",36,96,77,73,886,222,690,966,22,2005
2337,"Copa Airlines",24,80,45,118,998,168,235,329,7,2002
2338,"American Airlines",25,63,62,98,863,233,627,877,20,1983
2339,"Wizz Air",24,77,45,102,808,220,547,765,9,2008
2340,"airBaltic",28,59,69,105,1197,217,521,729,10,1989
2341,"LOT",38,82,60,102,839,196,437,611,16,2013
2342,"Virgin Atlantic",38,89,45,84,1230,196,521,729,17,2006
2343,"Finnair",28,112,72,70,1135,240,788,1103,14,1987
2344," Qantas Airways",27,94,46,99,979,233,623,872,5,1995
2345,"South African Airways",36,96,50,103,922,238,629,880,20,1991
2346,"EVA Air",34,99,55,66,1253,256,880,1232,16,2003
2347,"airBaltic",28,86,36,82,1237,267,858,1201,13,2008
2348,"Citilink",34,69,55,97,1283,134,173,242,19,2004
2349,"Hong Kong Airlines",38,112,53,118,1146,311,896,1254,14,1983
2350,"Egyptair",24,87,64,81,1017,168,406,568,12,2005
2351,"SAS Scandinavian",31,100,41,108,835,251,665,931,13,1991
2352,"China Eastern Airlines",29,71,68,107,814,268,748,1047,10,1984
2353,"LOT",40,77,67,78,951,175,450,630,6,2008
1116," Gulf Air",35,88,49,96,1184,160,301,421,22,2010
1117,"Wizz Air",38,93,44,76,1282,146,326,456,10,1987
1118,"Aer Lingus",35,64,52,92,933,184,430,602,12,1997
1119,"Royal Air Maroc",34,53,80,82,1047,204,569,796,13,1983
1120,"Air Mauritius",36,91,58,73,1194,219,677,947,4,2022
1121,"Lufthansa",30,102,60,93,1062,239,680,952,16,2019
1122,"ITA Airways",24,94,51,114,825,304,881,1233,6,2009
1123,"Avianca",40,67,78,118,844,192,344,481,22,2004
1124,"Air Malta",34,92,38,114,832,251,638,893,23,2000
1125,"LEVEL",37,62,52,54,932,108,253,354,6,2002
1126,"Singapore Airlines",30,56,62,75,1068,148,342,478,5,1991
1127,"Vueling Airlines",30,118,78,115,1070,256,656,918,24,1984
1128,"Copa Airlines",31,107,44,91,1201,273,847,1185,6,1981
1129,"Malaysia Airlines",35,69,36,82,1249,214,614,859,13,1983
1130,"Sky Airline",22,66,54,117,1029,253,632,884,19,2011
1131,"Citilink",27,107,49,56,955,231,811,1135,13,1984
1132,"Saudi Arabian Airlines",26,68,66,76,1287,215,644,901,8,1988
